Hour,ShadingPosition
1,0.00458389223402676
2,0.023555119105264536
3,0.07796214088295414
4,0.04445987252747331
5,0.08683188919250702
6,0.013542326545190941
7,0.07235565458062763
8,0.030278468771330617
9,0.061737809071942915
10,0.07418396235951315
11,0.1311541551630614
12,0.09890684175793146
13,0.03073123958493123
14,0.12084836567116977
15,0.11211991410177202
16,0.02738548429323919
17,0.11393325503806404
18,0.13046405171457484
19,0.12363792547258498
20,0.048280909776933535
21,0.10055254914235336
22,0.11909161723090912
23,0.020831597187433198
24,0.024447509010455618
25,0.07398182329625393
26,0.07467008332202212
27,0.0887274185568213
28,0.13250376261227326
29,0.057955963157651974
30,0.10727767227944447
31,0.1323006649695596
32,0.08410950423061954
33,0.001637705166855591
34,0.13742789017960155
35,0.13392571565326522
36,0.09019000398740684
37,0.10072327128268373
38,0.008011548303230975
39,0.0044985906203443395
40,0.0805271883178762
41,0.09470007591452971
42,0.10585266465024375
43,0.07849451121888373
44,0.026418373179350446
45,0.033994773923635924
46,0.03683383409593215
47,0.03525237260841305
48,0.05207967993965943
49,0.11106443880914985
50,0.024733425299766548
51,0.07978302575814934
52,0.06401979197863829
53,0.049930931132225735
54,0.007191458759558622
55,0.11532213644399322
56,0.019931316150757866
57,0.08646393312179561
58,0.06363228181142354
59,0.10601008098070311
60,0.036398715014887555
61,0.07911627962506242
62,0.021090226018947184
63,0.04423918996418989
64,0.13185892323321188
65,0.09120824697444459
66,0.14881420531001738
67,0.09402670486637323
68,0.07379272759960309
69,0.13499824502550667
70,0.007145679305213842
71,0.1354386234184042
72,0.04400299622864984
73,0.0056371155508885
74,0.11968169146476614
75,0.035527999643987736
76,0.12151699653187228
77,0.06589677288476348
78,0.030879537378398866
79,0.07002829891035096
80,0.10137853929505981
81,0.12677327590882728
82,0.09017512867172399
83,0.11117128730847863
84,0.0443044391819913
85,0.02399778662740325
86,0.029646848954637577
87,0.000029206574543860775
88,0.09078802788391184
89,0.09401846617188049
90,0.03542382340139598
91,0.09835733890465977
92,0.05793374525452241
93,0.02278170844029189
94,0.002387876868771943
95,0.0006644873333538747
96,0.03631819995466119
97,0.05183082870709848
98,0.12906068144072302
99,0.1491820329221
100,0.0201120144955148
101,0.01856811293287524
102,0.062318043814062925
103,0.04418221100149615
104,0.12630416500803096
105,0.05429475296229387
106,0.05877246169009789
107,0.025465736345641105
108,0.10311581531262394
109,0.12585050818930008
110,0.04660606892916409
111,0.05198391612685067
112,0.1100275217154268
113,0.045130844840472736
114,0.06617186449537692
115,0.030124164021125305
116,0.12811201718712356
117,0.025175528835153543
118,0.10265917428310294
119,0.12335766831369686
120,0.03473343990916207
121,0.038188157123835435
122,0.07021538345456084
123,0.1311950080743854
124,0.06558912570853999
125,0.08854054396110408
126,0.009193600413500124
127,0.06665194685953144
128,0.14124031996463332
129,0.1328397848777158
130,0.1215579176124785
131,0.13780457679069796
132,0.024243959296028593
133,0.13236030083899314
134,0.10795316321413127
135,0.11395371289211034
136,0.127076009465053
137,0.0571447746637854
138,0.0027832885394188877
139,0.0774677288501859
140,0.13138465137848876
141,0.09379459827077527
142,0.008572728863037492
143,0.14822042137210717
144,0.07349731523743537
145,0.12086435893889727
146,0.13656960812154778
147,0.14409194779431972
148,0.022553907234600146
149,0.1286967308562226
150,0.14759587744706723
151,0.0908714044332057
152,0.13257960829945806
153,0.06615077243781652
154,0.11273772745738456
155,0.027694298693577413
156,0.024986797307291458
157,0.021363572222809834
158,0.09184629758148917
159,0.05674751204312764
160,0.0322053703083085
161,0.05685805615048964
162,0.0688059173694884
163,0.031214516860234146
164,0.009762075269314451
165,0.035694092981096916
166,0.112450666411496
167,0.01841778031114125
168,0.08141920696873504
169,0.09046878901704632
170,0.013592993517938566
171,0.11561259510723151
172,0.13008486296991204
173,0.13377946472528066
174,0.12554256825972548
175,0.08303112552722926
176,0.03418270162638955
177,0.13198514204132547
178,0.0330845521059601
179,0.014208820868151256
180,0.011721426392280647
181,0.052317380686806074
182,0.06371198370868578
183,0.12324612934397818
184,0.052218921154413026
185,0.05154533153808935
186,0.11340812741796225
187,0.12764630418532658
188,0.03943048044159969
189,0.12383792975670718
190,0.13949053938412506
191,0.0316525510333142
192,0.0036752038163719745
193,0.007010685617374867
194,0.0408754507355218
195,0.03564755628062796
196,0.09888835038478505
197,0.13019200454833285
198,0.0153845620459017
199,0.09686673189273065
200,0.13228450769916503
201,0.02281337524141821
202,0.06749740952705578
203,0.09602260555146373
204,0.09790322020100983
205,0.1400404562212476
206,0.03218396712979267
207,0.07682207728880862
208,0.00283654235221803
209,0.08670515047953266
210,0.08670846903190209
211,0.09897311436274395
212,0.08780998452990581
213,0.09575111416569561
214,0.10463289125172053
215,0.08303329042457695
216,0.14021399969600323
217,0.1276295503596859
218,0.08903704819081705
219,0.021226518077061902
220,0.09287034516415589
221,0.14857871705642137
222,0.030784848526700586
223,0.033791195820591306
224,0.07986888567714111
225,0.1253862562726743
226,0.13597816150549838
227,0.04342194308488289
228,0.13807131332539951
229,0.14771220027826829
230,0.02380428669742968
231,0.12003084051300433
232,0.13701663144320136
233,0.11906600455791361
234,0.06865332394575811
235,0.08042398863710708
236,0.13580981276919663
237,0.028772664426173638
238,0.12758634169971536
239,0.13445284445094144
240,0.06663410398883114
241,0.0025256861572169665
242,0.052068297342401516
243,0.06650659456792361
244,0.1070229043574281
245,0.006715881506741061
246,0.12381259278100619
247,0.1326185009299006
248,0.11004999868588992
249,0.012877514095461244
250,0.1423749753769146
251,0.04192639982005375
252,0.04366129921764374
253,0.09957772398657712
254,0.14640175703912237
255,0.05761609352465597
256,0.1290315608019354
257,0.14866721751459683
258,0.10847818400000182
259,0.1297236012346445
260,0.009794995025662178
261,0.0112707138512737
262,0.12334822344893334
263,0.11531744905912447
264,0.05554967029328779
265,0.08811978568908424
266,0.11141829252984693
267,0.0759698074328902
268,0.14376478131027234
269,0.023446771284676014
270,0.12571749495842552
271,0.12130306200136289
272,0.09945011818657408
273,0.1468837649670208
274,0.03320884326219779
275,0.045426078691093476
276,0.050875131321697444
277,0.06203715039196524
278,0.00345042986964475
279,0.05252427843530197
280,0.07046432893173556
281,0.1030154531268354
282,0.0044364369685577386
283,0.0028844308416174913
284,0.027779529527765384
285,0.12942057424799708
286,0.013468608997240306
287,0.01471859733635501
288,0.03914215433094993
289,0.14057580490593316
290,0.06431610136300833
291,0.08536801106409078
292,0.013725375289275709
293,0.03881595144764937
294,0.0667289195936818
295,0.014605917325014772
296,0.02415461068577125
297,0.13183815969948887
298,0.05937038865701972
299,0.004497489270821042
300,0.030419125224213403
301,0.09020977480188037
302,0.12243740109021706
303,0.11099433862032096
304,0.010522080116415805
305,0.06461236804500257
306,0.09153728013169389
307,0.12015480788355613
308,0.13560629410002106
309,0.1086038668870458
310,0.03468532756971253
311,0.09041922438201962
312,0.11356484334444793
313,0.07324455933017109
314,0.09555617667552369
315,0.0241576592812598
316,0.052966365494982744
317,0.009723584261955314
318,0.13743274216057813
319,0.10296555474241317
320,0.0013198566330444804
321,0.1304617153711508
322,0.04347989318783854
323,0.14364019154375327
324,0.11894929382327607
325,0.05028273125349819
326,0.11028346858737119
327,0.04823980781209121
328,0.13605283995596745
329,0.04657587682146648
330,0.009314472402326789
331,0.03664213188010368
332,0.075496675982973
333,0.06761965542633394
334,0.08004196619785141
335,0.009350650917002634
336,0.03920540750795476
337,0.09972314497366595
338,0.05187713374078006
339,0.11098306334903708
340,0.10683997962905344
341,0.03760080637689846
342,0.10732503702865032
343,0.11781481338715957
344,0.021496103087022423
345,0.10824637536450268
346,0.08906537624391335
347,0.12216213416721369
348,0.1292921439288842
349,0.002905744935085247
350,0.0008231050658390748
351,0.055336836152478294
352,0.051564625985600514
353,0.049323585753528645
354,0.08715062903040148
355,0.027932535952046943
356,0.003828669375124227
357,0.13517577722439827
358,0.1476048842374402
359,0.08531558868181731
360,0.10240563749318886
361,0.09416313246087064
362,0.004413916491590086
363,0.10593703450047744
364,0.14365046802717882
365,0.136054577284525
366,0.046336306923219585
367,0.11017912392266775
368,0.11795839489594087
369,0.10152558325091399
370,0.01708907109993395
371,0.08671317554613431
372,0.11362853529030784
373,0.08811484882943385
374,0.05532319118178273
375,0.01808426926865837
376,0.11029595376403215
377,0.06704059094422164
378,0.14691768682800097
379,0.13093992865011614
380,0.1364112358515417
381,0.12632401628169793
382,0.09204128881686476
383,0.12385553766677315
384,0.06201953045749598
385,0.08196997875305442
386,0.11446670622179972
387,0.04512936975430436
388,0.0535562572082762
389,0.14089729260402994
390,0.05958190281771644
391,0.038321548484421514
392,0.07187043265254024
393,0.08296165136922691
394,0.052305153319784886
395,0.07724882737663386
396,0.09990062932047843
397,0.12342497957989843
398,0.04938437878147255
399,0.06182126040993805
400,0.0869029031112253
401,0.0637091581835219
402,0.0008097577600564065
403,0.14296477906372698
404,0.14053842124324264
405,0.01355063106504964
406,0.057707066002330054
407,0.1348394928747505
408,0.04819937739522796
409,0.057799188604986
410,0.12528567336942786
411,0.14569089162481927
412,0.01638474763701898
413,0.10547115959616378
414,0.13532709056328288
415,0.06464347668171293
416,0.1108588056675741
417,0.08923079075380674
418,0.01315918598792432
419,0.040585756968368615
420,0.14908054484918942
421,0.01415443224046925
422,0.012673874014078917
423,0.05791116741313656
424,0.10342839721171317
425,0.13604213303994006
426,0.03370082793998669
427,0.032653219384495905
428,0.12284042459889619
429,0.11058223850574497
430,0.12370768275646735
431,0.08852842692662218
432,0.08989960298604803
433,0.039955595986655136
434,0.057083697218753074
435,0.14141704927105755
436,0.06876112295493207
437,0.033426660092300574
438,0.09693867713435243
439,0.021071357036798744
440,0.06565637352618843
441,0.0045894758023713395
442,0.012762519655322945
443,0.028024357610018702
444,0.04552793456639185
445,0.05586268995209906
446,0.13646675743430045
447,0.07949769801803948
448,0.053845539073732664
449,0.14843505093013662
