Hoy,Gen,Ind,Sd_A,Sd_L,SDGP,SUDI,Vis,Pvg,Val_SDGP,Val_SUDI,Val_Vis,Val_Pvg,shade_percent,shade_rad,Optimizer
8.0,0,0,0,-0.01,1.0,0.25,0.043,1.301,1.0,0.25,0.043,0.013,0.05,93.616,-1.307
8.0,0,1,17,0.05,1.0,0.25,0.261,0.968,1.0,0.25,0.261,0.01,0.294,93.74,-1.521
8.0,0,2,22,0.08,0.938,0.25,0.478,0.716,0.922,0.25,0.478,0.007,0.478,93.782,-1.657
8.0,0,3,46,0.06,1.0,0.25,0.348,0.96,1.0,0.25,0.348,0.01,0.302,93.96,-1.608
8.0,0,4,80,-0.11,0.748,0.25,0.739,0.742,0.685,0.25,0.739,0.008,0.461,94.204,-1.682
8.0,0,5,12,0.0,1.0,0.25,0.0,1.32,1.0,0.25,0.0,0.013,0.037,93.708,-1.263
8.0,0,6,86,0.06,0.999,0.25,0.739,1.379,0.999,0.25,0.739,0.014,0.0,94.251,-2.002
8.0,0,7,19,0.07,0.938,0.25,0.391,0.803,0.922,0.25,0.391,0.008,0.414,93.756,-1.571
8.0,0,8,69,-0.0,0.998,0.25,0.348,1.377,0.997,0.25,0.348,0.014,0.0,94.125,-1.609
8.0,0,9,6,-0.08,0.812,0.25,0.522,0.73,0.766,0.25,0.522,0.007,0.467,93.661,-1.545
8.0,1,0,14,0.05,1.0,0.25,0.261,0.971,1.0,0.25,0.261,0.01,0.292,93.72,-1.521
8.0,1,1,55,0.14,0.722,0.25,0.913,0.133,0.652,0.25,0.913,0.001,0.904,94.028,-1.817
8.0,1,2,64,0.14,0.72,0.25,0.913,0.147,0.65,0.25,0.913,0.002,0.893,94.094,-1.814
8.0,1,3,89,0.08,0.929,0.25,0.739,1.379,0.911,0.25,0.739,0.014,0.0,94.267,-1.914
8.0,1,4,90,0.03,0.751,0.25,0.652,1.379,0.689,0.25,0.652,0.014,0.0,94.273,-1.605
8.0,1,5,46,-0.01,1.0,0.25,0.13,1.348,1.0,0.25,0.13,0.014,0.019,93.959,-1.394
8.0,1,6,90,0.09,0.91,0.25,0.87,1.379,0.888,0.25,0.87,0.014,0.0,94.273,-2.022
8.0,1,7,64,0.14,0.72,0.25,0.913,0.146,0.65,0.25,0.913,0.001,0.894,94.088,-1.814
8.0,1,8,61,0.08,0.938,0.25,0.522,0.88,0.922,0.25,0.522,0.009,0.361,94.066,-1.703
8.0,1,9,49,0.06,1.0,0.25,0.348,0.98,1.0,0.25,0.348,0.01,0.287,93.983,-1.608
8.0,2,0,49,0.11,0.75,0.25,0.696,0.477,0.688,0.25,0.696,0.005,0.653,93.982,-1.638
8.0,2,1,88,0.14,0.718,0.25,0.913,0.252,0.647,0.25,0.913,0.003,0.817,94.261,-1.813
8.0,2,2,90,0.14,0.718,0.25,0.913,0.27,0.647,0.25,0.913,0.003,0.804,94.273,-1.813
8.0,2,3,57,0.07,0.938,0.25,0.435,0.95,0.922,0.25,0.435,0.01,0.309,94.041,-1.616
8.0,2,4,83,0.03,1.0,0.25,0.522,1.378,1.0,0.25,0.522,0.014,0.0,94.23,-1.786
8.0,2,5,67,0.07,0.938,0.25,0.478,1.074,0.922,0.25,0.478,0.011,0.22,94.113,-1.661
8.0,2,6,67,0.04,1.0,0.25,0.304,1.377,1.0,0.25,0.304,0.014,0.0,94.115,-1.568
8.0,2,7,83,0.03,1.0,0.25,0.522,1.378,1.0,0.25,0.522,0.014,0.0,94.229,-1.786
8.0,2,8,66,0.12,0.75,0.25,0.783,0.433,0.688,0.25,0.783,0.004,0.685,94.102,-1.725
8.0,2,9,50,0.14,0.722,0.25,0.87,0.126,0.652,0.25,0.87,0.001,0.908,93.986,-1.773
8.0,3,0,77,0.08,0.938,0.25,0.565,1.137,0.922,0.25,0.565,0.012,0.174,94.182,-1.749
8.0,3,1,70,0.02,1.0,0.25,0.304,1.377,1.0,0.25,0.304,0.014,0.0,94.137,-1.568
8.0,3,2,83,0.14,0.725,0.25,0.913,0.212,0.656,0.25,0.913,0.002,0.846,94.224,-1.821
8.0,3,3,90,0.14,0.718,0.25,0.913,0.27,0.647,0.25,0.913,0.003,0.804,94.273,-1.813
8.0,3,4,90,0.0,0.891,0.25,0.652,1.379,0.864,0.25,0.652,0.014,0.0,94.273,-1.78
8.0,3,5,90,0.07,0.935,0.25,0.783,1.379,0.919,0.25,0.783,0.014,0.0,94.273,-1.966
8.0,3,6,85,0.06,0.999,0.25,0.696,1.378,0.999,0.25,0.696,0.014,0.0,94.242,-1.958
8.0,3,7,79,0.14,0.725,0.25,0.913,0.195,0.656,0.25,0.913,0.002,0.858,94.202,-1.821
8.0,3,8,62,0.12,0.75,0.25,0.783,0.411,0.688,0.25,0.783,0.004,0.701,94.073,-1.724
8.0,3,9,72,0.14,0.72,0.25,0.913,0.168,0.65,0.25,0.913,0.002,0.878,94.151,-1.814
8.0,4,0,90,0.14,0.718,0.25,0.913,0.27,0.647,0.25,0.913,0.003,0.804,94.273,-1.813
8.0,4,1,85,0.14,0.718,0.25,0.913,0.233,0.647,0.25,0.913,0.002,0.831,94.245,-1.813
8.0,4,2,90,0.12,0.725,0.25,0.913,0.779,0.656,0.25,0.913,0.008,0.435,94.273,-1.827
8.0,4,3,90,0.05,0.999,0.25,0.783,1.379,0.999,0.25,0.783,0.014,0.0,94.273,-2.045
8.0,4,4,90,0.13,0.731,0.25,0.957,0.53,0.664,0.25,0.957,0.005,0.616,94.273,-1.876
8.0,4,5,87,0.03,0.751,0.25,0.609,1.379,0.689,0.25,0.609,0.014,0.0,94.254,-1.562
8.0,4,6,90,0.01,0.826,0.25,0.565,1.379,0.782,0.25,0.565,0.014,0.0,94.273,-1.611
8.0,4,7,54,0.14,0.722,0.25,0.913,0.131,0.652,0.25,0.913,0.001,0.905,94.02,-1.817
8.0,4,8,90,0.07,0.935,0.25,0.783,1.379,0.919,0.25,0.783,0.014,0.0,94.273,-1.966
8.0,4,9,74,0.0,0.952,0.25,0.391,1.377,0.94,0.25,0.391,0.014,0.0,94.165,-1.596
8.0,5,0,90,0.0,0.891,0.25,0.652,1.379,0.864,0.25,0.652,0.014,0.0,94.273,-1.78
8.0,5,1,86,0.09,0.91,0.25,0.783,1.279,0.888,0.25,0.783,0.013,0.072,94.248,-1.934
8.0,5,2,73,0.14,0.725,0.25,0.913,0.17,0.656,0.25,0.913,0.002,0.876,94.157,-1.821
8.0,5,3,80,-0.03,0.989,0.25,0.435,1.378,0.986,0.25,0.435,0.014,0.0,94.209,-1.685
8.0,5,4,90,0.05,0.999,0.25,0.783,1.379,0.999,0.25,0.783,0.014,0.0,94.273,-2.045
8.0,5,5,90,0.09,0.91,0.25,0.87,1.379,0.888,0.25,0.87,0.014,0.0,94.273,-2.022
8.0,5,6,65,0.02,1.0,0.25,0.304,1.376,1.0,0.25,0.304,0.014,0.0,94.096,-1.568
8.0,5,7,90,0.14,0.718,0.25,0.913,0.27,0.647,0.25,0.913,0.003,0.804,94.273,-1.813
